split,image_member,json_member,object_index,folder_target_class,object_major,object_detail,object_class,is_target_object,is_known_training_class,source_geometry,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,bbox_aspect_ratio
Training,Training/images/도기류/그릇류/14_X015_C195_1216/14_X015_C195_1216_4.jpg,Training/labels/도기류/그릇류/14_X015_C195_1216/14_X015_C195_1216_4.json,0,도기류/그릇류,도기류,그릇류,도기류/그릇류,True,True,BOX,126.0,593.0,851.0,1048.0,725.0,455.0,0.11931242766203703,1.5934065934065933
Training,Training/images/도기류/그릇류/14_X015_C195_1216/14_X015_C195_1216_4.jpg,Training/labels/도기류/그릇류/14_X015_C195_1216/14_X015_C195_1216_4.json,1,도기류/그릇류,도기류,그릇류,도기류/그릇류,True,True,BOX,1113.0,550.0,1777.0,953.0,664.0,403.0,0.09678530092592592,1.6476426799007444
Training,Training/images/도기류/그릇류/14_X097_C999_0408/14_X097_C999_0408_0.jpg,Training/labels/도기류/그릇류/14_X097_C999_0408/14_X097_C999_0408_0.json,0,도기류/그릇류,도기류,그릇류,도기류/그릇류,True,True,POLYGON->BOX,356.0,729.0,779.0,1087.0,423.0,358.0,0.07299149748394933,1.181564245810056
Training,Training/images/도기류/기타/14_X001_C188_1125/14_X001_C188_1125_3.jpg,Training/labels/도기류/기타/14_X001_C188_1125/14_X001_C188_1125_3.json,0,도기류/기타,도기류,기타,도기류/기타,True,True,BOX,914.0,876.0,2842.0,1955.0,1928.0,1079.0,0.17335933333333334,1.7868396663577386
Training,Training/images/도기류/기타/14_X013_C190_1214/14_X013_C190_1214_3.jpg,Training/labels/도기류/기타/14_X013_C190_1214/14_X013_C190_1214_3.json,0,도기류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,767.0,896.0,1089.0,1174.0,322.0,278.0,0.03236017120712592,1.158273381294964
Training,Training/images/도기류/기타/14_X013_C190_1214/14_X013_C190_1214_3.jpg,Training/labels/도기류/기타/14_X013_C190_1214/14_X013_C190_1214_3.json,1,도기류/기타,도기류,기타,도기류/기타,True,True,BOX,866.0,307.0,1045.0,706.0,179.0,399.0,0.02581880097171612,0.44862155388471175
Training,Training/images/도기류/기타/14_X022_C045_0128/14_X022_C045_0128_0.jpg,Training/labels/도기류/기타/14_X022_C045_0128/14_X022_C045_0128_0.json,0,도기류/기타,도기류,기타,도기류/기타,True,True,BOX,401.0,555.0,851.0,944.0,450.0,389.0,0.06328084331077564,1.1568123393316196
Training,Training/images/도기류/기타/14_X022_C045_0128/14_X022_C045_0128_0.jpg,Training/labels/도기류/기타/14_X022_C045_0128/14_X022_C045_0128_0.json,1,도기류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,1238.0,718.0,1475.0,941.0,237.0,223.0,0.019105717508242234,1.062780269058296
Training,Training/images/도기류/기타/14_X030_C045_0128/14_X030_C045_0128_2.jpg,Training/labels/도기류/기타/14_X030_C045_0128/14_X030_C045_0128_2.json,0,도기류/기타,도기류,기타,도기류/기타,True,True,BOX,883.0,239.0,1625.0,574.0,742.0,335.0,0.08985843599976864,2.2149253731343284
Training,Training/images/도기류/기타/14_X030_C045_0128/14_X030_C045_0128_2.jpg,Training/labels/도기류/기타/14_X030_C045_0128/14_X030_C045_0128_2.json,1,도기류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,400.0,612.0,845.0,886.0,445.0,274.0,0.04407788189021922,1.6240875912408759
Training,Training/images/도기류/기타/14_X032_C045_0128/14_X032_C045_0128_3.jpg,Training/labels/도기류/기타/14_X032_C045_0128/14_X032_C045_0128_3.json,0,도기류/기타,도기류,기타,도기류/기타,True,True,BOX,760.0,424.0,1670.0,931.0,910.0,507.0,0.16678596217247962,1.794871794871795
Training,Training/images/도기류/기타/14_X032_C045_0128/14_X032_C045_0128_3.jpg,Training/labels/도기류/기타/14_X032_C045_0128/14_X032_C045_0128_3.json,1,도기류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,202.0,543.0,507.0,719.0,305.0,176.0,0.01940540227890566,1.7329545454545454
Training,Training/images/도기류/기타/14_X044_C045_0128/14_X044_C045_0128_4.jpg,Training/labels/도기류/기타/14_X044_C045_0128/14_X044_C045_0128_4.json,0,도기류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,693.0,336.0,970.0,568.0,277.0,232.0,0.023231534501706286,1.1939655172413792
Training,Training/images/도기류/기타/14_X044_C045_0128/14_X044_C045_0128_4.jpg,Training/labels/도기류/기타/14_X044_C045_0128/14_X044_C045_0128_4.json,1,도기류/기타,전자제품,기타,전자제품/기타,False,False,BOX,1219.0,496.0,1572.0,760.0,353.0,264.0,0.03368905084157557,1.3371212121212122
Training,Training/images/도기류/기타/14_X045_C058_0128/14_X045_C058_0128_4.jpg,Training/labels/도기류/기타/14_X045_C058_0128/14_X045_C058_0128_4.json,0,도기류/기타,도기류,기타,도기류/기타,True,True,BOX,396.0,96.0,832.0,662.0,436.0,566.0,0.11894653633331405,0.7703180212014135
Training,Training/images/도기류/기타/14_X045_C058_0128/14_X045_C058_0128_4.jpg,Training/labels/도기류/기타/14_X045_C058_0128/14_X045_C058_0128_4.json,1,도기류/기타,고철류,기타,고철류/기타,False,True,BOX,1078.0,255.0,1555.0,745.0,477.0,490.0,0.11265833767135172,0.9734693877551021
Training,Training/images/도기류/기타/14_X047_C045_0128/14_X047_C045_0128_0.jpg,Training/labels/도기류/기타/14_X047_C045_0128/14_X047_C045_0128_0.json,0,도기류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,1230.0,545.0,1678.0,940.0,448.0,395.0,0.06397131123835965,1.1341772151898735
Training,Training/images/도기류/기타/14_X047_C045_0128/14_X047_C045_0128_0.jpg,Training/labels/도기류/기타/14_X047_C045_0128/14_X047_C045_0128_0.json,1,도기류/기타,전자제품,기타,전자제품/기타,False,False,BOX,273.0,578.0,616.0,921.0,343.0,343.0,0.04253029382844583,1.0
Training,Training/images/도기류/기타/14_X051_C045_0128/14_X051_C045_0128_3.jpg,Training/labels/도기류/기타/14_X051_C045_0128/14_X051_C045_0128_3.json,0,도기류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,466.0,578.0,976.0,917.0,510.0,339.0,0.0625,1.5044247787610618
Training,Training/images/도기류/기타/14_X051_C045_0128/14_X051_C045_0128_3.jpg,Training/labels/도기류/기타/14_X051_C045_0128/14_X051_C045_0128_3.json,1,도기류/기타,전자제품,기타,전자제품/기타,False,False,BOX,1041.0,308.0,1474.0,583.0,433.0,275.0,0.04304579501417086,1.5745454545454545
Training,Training/images/도기류/뚝배기/14_X001_C706_1215/14_X001_C706_1215_3.jpg,Training/labels/도기류/뚝배기/14_X001_C706_1215/14_X001_C706_1215_3.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,883.0,548.0,1375.0,899.0,492.0,351.0,0.0624609375,1.4017094017094016
Training,Training/images/도기류/뚝배기/14_X002_C055_1102/14_X002_C055_1102_4.jpg,Training/labels/도기류/뚝배기/14_X002_C055_1102/14_X002_C055_1102_4.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,724.0,239.0,1024.0,509.0,300.0,270.0,0.03900604882690512,1.1111111111111112
Training,Training/images/도기류/뚝배기/14_X002_C196_1217/14_X002_C196_1217_4.jpg,Training/labels/도기류/뚝배기/14_X002_C196_1217/14_X002_C196_1217_4.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,641.0,158.0,1205.0,672.0,564.0,514.0,0.13980324074074074,1.0972762645914398
Training,Training/images/도기류/뚝배기/14_X004_C044_1216/14_X004_C044_1216_2.jpg,Training/labels/도기류/뚝배기/14_X004_C044_1216/14_X004_C044_1216_2.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,483.0,351.0,1291.0,955.0,808.0,604.0,0.17651620370370372,1.3377483443708609
Training,Training/images/도기류/뚝배기/14_X005_C189_1123/14_X005_C189_1123_2.jpg,Training/labels/도기류/뚝배기/14_X005_C189_1123/14_X005_C189_1123_2.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,339.0,281.0,1471.0,1262.0,1132.0,981.0,0.301240234375,1.1539245667686036
Training,Training/images/도기류/뚝배기/14_X006_C012_1218/14_X006_C012_1218_2.jpg,Training/labels/도기류/뚝배기/14_X006_C012_1218/14_X006_C012_1218_2.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,142.0,108.0,1418.0,1017.0,1276.0,909.0,0.41951822916666665,1.4037403740374037
Training,Training/images/도기류/뚝배기/14_X006_C023_1201/14_X006_C023_1201_0.jpg,Training/labels/도기류/뚝배기/14_X006_C023_1201/14_X006_C023_1201_0.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,433.0,169.0,1030.0,684.0,597.0,515.0,0.14805684866760635,1.159223300970874
Training,Training/images/도기류/뚝배기/14_X008_C193_1127/14_X008_C193_1127_1.jpg,Training/labels/도기류/뚝배기/14_X008_C193_1127/14_X008_C193_1127_1.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,552.0,340.0,1429.0,1239.0,877.0,899.0,0.28516456886574076,0.9755283648498332
Training,Training/images/도기류/뚝배기/14_X022_C324_1203/14_X022_C324_1203_3.jpg,Training/labels/도기류/뚝배기/14_X022_C324_1203/14_X022_C324_1203_3.json,0,도기류/뚝배기,도기류,뚝배기,도기류/뚝배기,True,True,BOX,602.0,297.0,1303.0,1071.0,701.0,774.0,0.19624348958333335,0.9056847545219638
Training,Training/images/도기류/받침/14_X003_C194_1201/14_X003_C194_1201_1.jpg,Training/labels/도기류/받침/14_X003_C194_1201/14_X003_C194_1201_1.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,663.0,402.0,1189.0,833.0,526.0,431.0,0.10932966820987654,1.2204176334106729
Training,Training/images/도기류/받침/14_X004_C162_1109/14_X004_C162_1109_3.jpg,Training/labels/도기류/받침/14_X004_C162_1109/14_X004_C162_1109_3.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,635.0,476.0,1332.0,1011.0,697.0,535.0,0.13487232349537037,1.302803738317757
Training,Training/images/도기류/받침/14_X005_C014_1019/14_X005_C014_1019_3.jpg,Training/labels/도기류/받침/14_X005_C014_1019/14_X005_C014_1019_3.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,823.0,546.0,1378.0,834.0,555.0,288.0,0.06663665015758667,1.9270833333333333
Training,Training/images/도기류/받침/14_X006_C014_1118/14_X006_C014_1118_1.jpg,Training/labels/도기류/받침/14_X006_C014_1118/14_X006_C014_1118_1.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,739.0,49.0,1519.0,776.0,780.0,727.0,0.23640502276251937,1.0729023383768914
Training,Training/images/도기류/받침/14_X007_C169_1207/14_X007_C169_1207_4.jpg,Training/labels/도기류/받침/14_X007_C169_1207/14_X007_C169_1207_4.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,667.0,312.0,1067.0,520.0,400.0,208.0,0.040123456790123455,1.9230769230769231
Training,Training/images/도기류/받침/14_X010_C188_1208/14_X010_C188_1208_2.jpg,Training/labels/도기류/받침/14_X010_C188_1208/14_X010_C188_1208_2.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,553.0,378.0,1323.0,1021.0,770.0,643.0,0.17907624421296298,1.1975116640746502
Training,Training/images/도기류/받침/14_X018_C039_1214/14_X018_C039_1214_0.jpg,Training/labels/도기류/받침/14_X018_C039_1214/14_X018_C039_1214_0.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,198.0,616.0,936.0,1362.0,738.0,746.0,0.2655034722222222,0.9892761394101877
Training,Training/images/도기류/받침/14_X018_C198_1120/14_X018_C198_1120_1.jpg,Training/labels/도기류/받침/14_X018_C198_1120/14_X018_C198_1120_1.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,544.0,592.0,1206.0,957.0,662.0,365.0,0.0873951099537037,1.8136986301369864
Training,Training/images/도기류/받침/14_X026_C045_0127/14_X026_C045_0127_2.jpg,Training/labels/도기류/받침/14_X026_C045_0127/14_X026_C045_0127_2.json,0,도기류/받침,도기류,받침,도기류/받침,True,True,BOX,948.0,501.0,1345.0,848.0,397.0,347.0,0.04980008965238013,1.144092219020173
Training,Training/images/도기류/병/14_X001_C053_1117/14_X001_C053_1117_2.jpg,Training/labels/도기류/병/14_X001_C053_1117/14_X001_C053_1117_2.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,379.0,289.0,1670.0,940.0,1291.0,651.0,0.4053052662037037,1.9831029185867897
Training,Training/images/도기류/병/14_X001_C162_1215/14_X001_C162_1215_2.jpg,Training/labels/도기류/병/14_X001_C162_1215/14_X001_C162_1215_2.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,851.0,562.0,1244.0,1029.0,393.0,467.0,0.06634673781016831,0.841541755888651
Training,Training/images/도기류/병/14_X001_C192_1202/14_X001_C192_1202_0.jpg,Training/labels/도기류/병/14_X001_C192_1202/14_X001_C192_1202_0.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,788.0,424.0,1097.0,927.0,309.0,503.0,0.05618709873329863,0.614314115308151
Training,Training/images/도기류/병/14_X004_C163_1201/14_X004_C163_1201_0.jpg,Training/labels/도기류/병/14_X004_C163_1201/14_X004_C163_1201_0.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,559.0,214.0,1478.0,1083.0,919.0,869.0,0.2888494646990741,1.0575373993095512
Training,Training/images/도기류/병/14_X006_C055_1103/14_X006_C055_1103_2.jpg,Training/labels/도기류/병/14_X006_C055_1103/14_X006_C055_1103_2.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,463.0,358.0,1056.0,721.0,593.0,363.0,0.10365929709173789,1.6336088154269972
Training,Training/images/도기류/병/14_X006_C195_1204/14_X006_C195_1204_1.jpg,Training/labels/도기류/병/14_X006_C195_1204/14_X006_C195_1204_1.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,497.0,485.0,1107.0,989.0,610.0,504.0,0.11114003123373244,1.2103174603174602
Training,Training/images/도기류/병/14_X006_C195_1204/14_X006_C195_1204_1.jpg,Training/labels/도기류/병/14_X006_C195_1204/14_X006_C195_1204_1.json,1,도기류/병,도기류,병,도기류/병,True,True,BOX,1290.0,571.0,1584.0,837.0,294.0,266.0,0.028270865868471284,1.105263157894737
Training,Training/images/도기류/병/14_X006_C324_1210/14_X006_C324_1210_2.jpg,Training/labels/도기류/병/14_X006_C324_1210/14_X006_C324_1210_2.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,679.0,113.0,1272.0,895.0,593.0,782.0,0.16772497106481482,0.7583120204603581
Training,Training/images/도기류/병/14_X006_C704_0106/14_X006_C704_0106_0.jpg,Training/labels/도기류/병/14_X006_C704_0106/14_X006_C704_0106_0.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,752.0,330.0,1125.0,701.0,373.0,371.0,0.0667356288580247,1.005390835579515
Training,Training/images/도기류/병/14_X008_C194_1113/14_X008_C194_1113_0.jpg,Training/labels/도기류/병/14_X008_C194_1113/14_X008_C194_1113_0.json,0,도기류/병,도기류,병,도기류/병,True,True,BOX,662.0,302.0,1108.0,936.0,446.0,634.0,0.13636381172839507,0.7034700315457413
Training,Training/images/도기류/장식품/14_X002_C194_1215/14_X002_C194_1215_2.jpg,Training/labels/도기류/장식품/14_X002_C194_1215/14_X002_C194_1215_2.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,617.0,236.0,1047.0,815.0,430.0,579.0,0.12006655092592593,0.7426597582037997
Training,Training/images/도기류/장식품/14_X002_C704_0107/14_X002_C704_0107_0.jpg,Training/labels/도기류/장식품/14_X002_C704_0107/14_X002_C704_0107_0.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,495.0,284.0,1417.0,1146.0,922.0,862.0,0.28730840418763376,1.0696055684454757
Training,Training/images/도기류/장식품/14_X003_C194_1214/14_X003_C194_1214_2.jpg,Training/labels/도기류/장식품/14_X003_C194_1214/14_X003_C194_1214_2.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,482.0,255.0,1469.0,1004.0,987.0,749.0,0.2673838975694444,1.3177570093457944
Training,Training/images/도기류/장식품/14_X004_C192_1203/14_X004_C192_1203_2.jpg,Training/labels/도기류/장식품/14_X004_C192_1203/14_X004_C192_1203_2.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,517.0,249.0,1322.0,1215.0,805.0,966.0,0.28126085069444445,0.8333333333333334
Training,Training/images/도기류/장식품/14_X004_C194_1215/14_X004_C194_1215_4.jpg,Training/labels/도기류/장식품/14_X004_C194_1215/14_X004_C194_1215_4.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,637.0,229.0,1083.0,753.0,446.0,524.0,0.11270447530864197,0.851145038167939
Training,Training/images/도기류/장식품/14_X008_C204_1110/14_X008_C204_1110_0.jpg,Training/labels/도기류/장식품/14_X008_C204_1110/14_X008_C204_1110_0.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,660.0,231.0,1082.0,741.0,422.0,510.0,0.10379050925925926,0.8274509803921568
Training,Training/images/도기류/장식품/14_X017_C208_1207/14_X017_C208_1207_0.jpg,Training/labels/도기류/장식품/14_X017_C208_1207/14_X017_C208_1207_0.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,669.0,289.0,753.0,458.0,84.0,169.0,0.006846064814814815,0.4970414201183432
Training,Training/images/도기류/장식품/14_X017_C208_1207/14_X017_C208_1207_0.jpg,Training/labels/도기류/장식품/14_X017_C208_1207/14_X017_C208_1207_0.json,1,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,953.0,289.0,1035.0,450.0,82.0,161.0,0.00636670524691358,0.5093167701863354
Training,Training/images/도기류/장식품/14_X025_C331_1202/14_X025_C331_1202_4.jpg,Training/labels/도기류/장식품/14_X025_C331_1202/14_X025_C331_1202_4.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,599.0,688.0,1032.0,1028.0,433.0,340.0,0.053220255653883976,1.2735294117647058
Training,Training/images/도기류/장식품/14_X026_C504_1021/14_X026_C504_1021_3.jpg,Training/labels/도기류/장식품/14_X026_C504_1021/14_X026_C504_1021_3.json,0,도기류/장식품,도기류,장식품,도기류/장식품,True,True,BOX,364.0,773.0,945.0,1257.0,581.0,484.0,0.10170862268518518,1.2004132231404958
Training,Training/images/도기류/주전자/14_X001_C023_1123/14_X001_C023_1123_0.jpg,Training/labels/도기류/주전자/14_X001_C023_1123/14_X001_C023_1123_0.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,876.0,260.0,1283.0,643.0,407.0,383.0,0.07517409336419753,1.0626631853785902
Training,Training/images/도기류/주전자/14_X001_C324_1116/14_X001_C324_1116_0.jpg,Training/labels/도기류/주전자/14_X001_C324_1116/14_X001_C324_1116_0.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,740.0,394.0,1296.0,735.0,556.0,341.0,0.07900623395672901,1.6304985337243403
Training,Training/images/도기류/주전자/14_X002_C033_1023/14_X002_C033_1023_1.jpg,Training/labels/도기류/주전자/14_X002_C033_1023/14_X002_C033_1023_1.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,604.0,315.0,1538.0,1064.0,934.0,749.0,0.25302589699074074,1.2469959946595461
Training,Training/images/도기류/주전자/14_X002_C312_1109/14_X002_C312_1109_3.jpg,Training/labels/도기류/주전자/14_X002_C312_1109/14_X002_C312_1109_3.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,433.0,176.0,1128.0,778.0,695.0,602.0,0.2017698688271605,1.154485049833887
Training,Training/images/도기류/주전자/14_X008_C198_1108/14_X008_C198_1108_1.jpg,Training/labels/도기류/주전자/14_X008_C198_1108/14_X008_C198_1108_1.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,512.0,392.0,1628.0,999.0,1116.0,607.0,0.24501302083333334,1.8385502471169688
Training,Training/images/도기류/주전자/14_X009_C187_1223/14_X009_C187_1223_3.jpg,Training/labels/도기류/주전자/14_X009_C187_1223/14_X009_C187_1223_3.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,638.0,408.0,1250.0,838.0,612.0,430.0,0.09513274336283185,1.4232558139534883
Training,Training/images/도기류/주전자/14_X011_C331_1202/14_X011_C331_1202_0.jpg,Training/labels/도기류/주전자/14_X011_C331_1202/14_X011_C331_1202_0.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,672.0,535.0,1268.0,1007.0,596.0,472.0,0.10169471918560935,1.2627118644067796
Training,Training/images/도기류/주전자/14_X022_C704_1214/14_X022_C704_1214_2.jpg,Training/labels/도기류/주전자/14_X022_C704_1214/14_X022_C704_1214_2.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,640.0,330.0,1548.0,837.0,908.0,507.0,0.1665060763888889,1.7909270216962525
Training,Training/images/도기류/주전자/14_X030_C014_0128/14_X030_C014_0128_3.jpg,Training/labels/도기류/주전자/14_X030_C014_0128/14_X030_C014_0128_3.json,0,도기류/주전자,도기류,주전자,도기류/주전자,True,True,BOX,998.0,380.0,1390.0,797.0,392.0,417.0,0.06814748111461304,0.9400479616306955
Training,Training/images/도기류/컵/14_X001_C162_1210/14_X001_C162_1210_3.jpg,Training/labels/도기류/컵/14_X001_C162_1210/14_X001_C162_1210_3.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,972.0,422.0,1147.0,636.0,175.0,214.0,0.013545283564814815,0.8177570093457944
Training,Training/images/도기류/컵/14_X001_C178_1214/14_X001_C178_1214_0.jpg,Training/labels/도기류/컵/14_X001_C178_1214/14_X001_C178_1214_0.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,498.0,343.0,1445.0,1086.0,947.0,743.0,0.2544925491898148,1.2745625841184387
Training,Training/images/도기류/컵/14_X002_C172_1007/14_X002_C172_1007_3.jpg,Training/labels/도기류/컵/14_X002_C172_1007/14_X002_C172_1007_3.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,675.0,247.0,1474.0,1152.0,799.0,905.0,0.2615360966435185,0.8828729281767956
Training,Training/images/도기류/컵/14_X005_C198_1217/14_X005_C198_1217_0.jpg,Training/labels/도기류/컵/14_X005_C198_1217/14_X005_C198_1217_0.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,930.0,472.0,1070.0,672.0,140.0,200.0,0.010127314814814815,0.7
Training,Training/images/도기류/컵/14_X012_C162_1218/14_X012_C162_1218_1.jpg,Training/labels/도기류/컵/14_X012_C162_1218/14_X012_C162_1218_1.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,628.0,329.0,1301.0,1016.0,673.0,687.0,0.16714059517612354,0.9796215429403202
Training,Training/images/도기류/컵/14_X014_C188_1211/14_X014_C188_1211_0.jpg,Training/labels/도기류/컵/14_X014_C188_1211/14_X014_C188_1211_0.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,858.0,621.0,955.0,741.0,97.0,120.0,0.004210069444444444,0.8083333333333333
Training,Training/images/도기류/컵/14_X031_C172_0107/14_X031_C172_0107_0.jpg,Training/labels/도기류/컵/14_X031_C172_0107/14_X031_C172_0107_0.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,491.0,122.0,1469.0,1226.0,978.0,1104.0,0.3905208333333333,0.8858695652173914
Training,Training/images/도기류/컵/14_X038_C045_0127/14_X038_C045_0127_4.jpg,Training/labels/도기류/컵/14_X038_C045_0127/14_X038_C045_0127_4.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,713.0,388.0,1010.0,674.0,297.0,286.0,0.03070666319625195,1.0384615384615385
Training,Training/images/도기류/컵/14_X038_C045_0127/14_X038_C045_0127_4.jpg,Training/labels/도기류/컵/14_X038_C045_0127/14_X038_C045_0127_4.json,1,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,776.0,742.0,1150.0,1204.0,374.0,462.0,0.06246312684365782,0.8095238095238095
Training,Training/images/도기류/컵/14_X116_C900_0318/14_X116_C900_0318_2.jpg,Training/labels/도기류/컵/14_X116_C900_0318/14_X116_C900_0318_2.json,0,도기류/컵,도기류,컵,도기류/컵,True,True,BOX,538.0,369.0,1239.0,995.0,701.0,626.0,0.15863627161779165,1.1198083067092652
Training,Training/images/도기류/항아리/14_X001_C211_0107/14_X001_C211_0107_3.jpg,Training/labels/도기류/항아리/14_X001_C211_0107/14_X001_C211_0107_3.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,691.0,262.0,1241.0,1092.0,550.0,830.0,0.16511140046296297,0.6626506024096386
Training,Training/images/도기류/항아리/14_X002_C044_1209/14_X002_C044_1209_1.jpg,Training/labels/도기류/항아리/14_X002_C044_1209/14_X002_C044_1209_1.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,599.0,310.0,1383.0,1128.0,784.0,818.0,0.23195601851851852,0.9584352078239609
Training,Training/images/도기류/항아리/14_X003_C015_1209/14_X003_C015_1209_0.jpg,Training/labels/도기류/항아리/14_X003_C015_1209/14_X003_C015_1209_0.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,1062.0,433.0,1280.0,642.0,218.0,209.0,0.02197241512345679,1.0430622009569377
Training,Training/images/도기류/항아리/14_X003_C015_1209/14_X003_C015_1209_0.jpg,Training/labels/도기류/항아리/14_X003_C015_1209/14_X003_C015_1209_0.json,1,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,784.0,384.0,930.0,517.0,146.0,133.0,0.009364390432098765,1.0977443609022557
Training,Training/images/도기류/항아리/14_X003_C023_1123/14_X003_C023_1123_4.jpg,Training/labels/도기류/항아리/14_X003_C023_1123/14_X003_C023_1123_4.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,796.0,222.0,1390.0,902.0,594.0,680.0,0.19479166666666667,0.8735294117647059
Training,Training/images/도기류/항아리/14_X003_C706_1228/14_X003_C706_1228_0.jpg,Training/labels/도기류/항아리/14_X003_C706_1228/14_X003_C706_1228_0.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,616.0,481.0,1234.0,1515.0,618.0,1034.0,0.17316267419932735,0.597678916827853
Training,Training/images/도기류/항아리/14_X004_C055_1030/14_X004_C055_1030_2.jpg,Training/labels/도기류/항아리/14_X004_C055_1030/14_X004_C055_1030_2.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,667.0,240.0,1205.0,875.0,538.0,635.0,0.12356409143518518,0.8472440944881889
Training,Training/images/도기류/항아리/14_X012_C055_1201/14_X012_C055_1201_4.jpg,Training/labels/도기류/항아리/14_X012_C055_1201/14_X012_C055_1201_4.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,663.0,120.0,1571.0,973.0,908.0,853.0,0.37351658950617284,1.0644783118405627
Training,Training/images/도기류/항아리/14_X016_C055_1204/14_X016_C055_1204_2.jpg,Training/labels/도기류/항아리/14_X016_C055_1204/14_X016_C055_1204_2.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,600.0,260.0,1221.0,851.0,621.0,591.0,0.1769921875,1.0507614213197969
Training,Training/images/도기류/항아리/14_X022_C172_0107/14_X022_C172_0107_0.jpg,Training/labels/도기류/항아리/14_X022_C172_0107/14_X022_C172_0107_0.json,0,도기류/항아리,도기류,항아리,도기류/항아리,True,True,BOX,366.0,177.0,1661.0,1082.0,1295.0,905.0,0.4238914207175926,1.430939226519337
