split,image_member,json_member,image_name,folder_major,folder_detail,folder_target_class,width,height,meta_width,meta_height,resolution_match,place,day_night,bounding_count_declared,bounding_count_json,valid_object_count,target_is_annotated,unknown_object_count,sha1,keep_for_processed,exclude_reason
Training,Training/images/도기류/컵/14_X005_C198_1217/14_X005_C198_1217_0.jpg,Training/labels/도기류/컵/14_X005_C198_1217/14_X005_C198_1217_0.json,14_X005_C198_1217_0.jpg,도기류,컵,도기류/컵,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,e75c62bfbe5659cc2857264c693b5b011f90f503,True,
Training,Training/images/도기류/컵/14_X012_C162_1218/14_X012_C162_1218_1.jpg,Training/labels/도기류/컵/14_X012_C162_1218/14_X012_C162_1218_1.json,14_X012_C162_1218_1.jpg,도기류,컵,도기류/컵,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,04589abbe6d51c08d0c576b53a9ed31a86a5d75d,True,
Training,Training/images/도기류/컵/14_X014_C188_1211/14_X014_C188_1211_0.jpg,Training/labels/도기류/컵/14_X014_C188_1211/14_X014_C188_1211_0.json,14_X014_C188_1211_0.jpg,도기류,컵,도기류/컵,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,b501c0481801945a9de0a553c98fc3698cb1b57e,True,
Training,Training/images/도기류/컵/14_X031_C172_0107/14_X031_C172_0107_0.jpg,Training/labels/도기류/컵/14_X031_C172_0107/14_X031_C172_0107_0.json,14_X031_C172_0107_0.jpg,도기류,컵,도기류/컵,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,43d466580d29666b10ea00f3a44e832388a6a7af,True,
Training,Training/images/도기류/컵/14_X038_C045_0127/14_X038_C045_0127_4.jpg,Training/labels/도기류/컵/14_X038_C045_0127/14_X038_C045_0127_4.json,14_X038_C045_0127_4.jpg,도기류,컵,도기류/컵,1921,1440,1921,1440,True,실외,주간,2,2,2,True,0,196a5428342c5d93207995e60ff05f5b86922ddb,True,
Training,Training/images/도기류/컵/14_X116_C900_0318/14_X116_C900_0318_2.jpg,Training/labels/도기류/컵/14_X116_C900_0318/14_X116_C900_0318_2.json,14_X116_C900_0318_2.jpg,도기류,컵,도기류/컵,1440,1921,1440,1921,True,실내,주간,1,1,1,True,0,0fa507641ac201214c6af611c1c0a92fefffa078,True,
Training,Training/images/도기류/항아리/14_X001_C211_0107/14_X001_C211_0107_3.jpg,Training/labels/도기류/항아리/14_X001_C211_0107/14_X001_C211_0107_3.json,14_X001_C211_0107_3.jpg,도기류,항아리,도기류/항아리,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,eae2c5bf5ae09c2bda3245e25374076a918095dd,True,
Training,Training/images/도기류/항아리/14_X002_C044_1209/14_X002_C044_1209_1.jpg,Training/labels/도기류/항아리/14_X002_C044_1209/14_X002_C044_1209_1.json,14_X002_C044_1209_1.jpg,도기류,항아리,도기류/항아리,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,a5f4399596953af0109a36ad30161912b7ea9ab8,True,
Training,Training/images/도기류/항아리/14_X003_C015_1209/14_X003_C015_1209_0.jpg,Training/labels/도기류/항아리/14_X003_C015_1209/14_X003_C015_1209_0.json,14_X003_C015_1209_0.jpg,도기류,항아리,도기류/항아리,1920,1080,1920,1080,True,실외,주간,2,2,2,True,0,3ee6155442659803591d0be14c3f04269cce386a,True,
Training,Training/images/도기류/항아리/14_X003_C023_1123/14_X003_C023_1123_4.jpg,Training/labels/도기류/항아리/14_X003_C023_1123/14_X003_C023_1123_4.json,14_X003_C023_1123_4.jpg,도기류,항아리,도기류/항아리,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,430cb94e93a7564ae19a33ee5df8b130011c7337,True,
Training,Training/images/도기류/항아리/14_X003_C706_1228/14_X003_C706_1228_0.jpg,Training/labels/도기류/항아리/14_X003_C706_1228/14_X003_C706_1228_0.json,14_X003_C706_1228_0.jpg,도기류,항아리,도기류/항아리,1921,1921,1921,1921,True,실외,주간,1,1,1,True,0,553e8eb3ea93b8425b502ce02b6574f01b04758d,True,
Training,Training/images/도기류/항아리/14_X004_C055_1030/14_X004_C055_1030_2.jpg,Training/labels/도기류/항아리/14_X004_C055_1030/14_X004_C055_1030_2.json,14_X004_C055_1030_2.jpg,도기류,항아리,도기류/항아리,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,ae7b8860038db3043490c5da2aeb6b56e6a73d40,True,
Training,Training/images/도기류/항아리/14_X012_C055_1201/14_X012_C055_1201_4.jpg,Training/labels/도기류/항아리/14_X012_C055_1201/14_X012_C055_1201_4.json,14_X012_C055_1201_4.jpg,도기류,항아리,도기류/항아리,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,951b8eeacd0ffe6d34541ffb0ff9211144fb9095,True,
Training,Training/images/도기류/항아리/14_X016_C055_1204/14_X016_C055_1204_2.jpg,Training/labels/도기류/항아리/14_X016_C055_1204/14_X016_C055_1204_2.json,14_X016_C055_1204_2.jpg,도기류,항아리,도기류/항아리,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,99c9d76031e4ae93449816f7edab20b4f0c65bc0,True,
Training,Training/images/도기류/항아리/14_X022_C172_0107/14_X022_C172_0107_0.jpg,Training/labels/도기류/항아리/14_X022_C172_0107/14_X022_C172_0107_0.json,14_X022_C172_0107_0.jpg,도기류,항아리,도기류/항아리,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,cf237177671d43e4dff7c2d3b5c6eaf805a14c07,True,
Training,Training/images/도기류/화분/14_X001_C016_1202/14_X001_C016_1202_4.jpg,Training/labels/도기류/화분/14_X001_C016_1202/14_X001_C016_1202_4.json,14_X001_C016_1202_4.jpg,도기류,화분,도기류/화분,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,14252023b44ea43f4d3e84e922509202515e7ff2,True,
Training,Training/images/도기류/화분/14_X001_C057_1016/14_X001_C057_1016_4.jpg,Training/labels/도기류/화분/14_X001_C057_1016/14_X001_C057_1016_4.json,14_X001_C057_1016_4.jpg,도기류,화분,도기류/화분,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,7d9ffd6a110019447f00ef6351c642ca2b801b72,True,
Training,Training/images/도기류/화분/14_X001_C323_0127/14_X001_C323_0127_1.jpg,Training/labels/도기류/화분/14_X001_C323_0127/14_X001_C323_0127_1.json,14_X001_C323_0127_1.jpg,도기류,화분,도기류/화분,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,8229b3eb7246ffce555269242ff483da12e6f816,True,
Training,Training/images/도기류/화분/14_X002_C208_1110/14_X002_C208_1110_4.jpg,Training/labels/도기류/화분/14_X002_C208_1110/14_X002_C208_1110_4.json,14_X002_C208_1110_4.jpg,도기류,화분,도기류/화분,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,7c7bf6a1ba2a7eca63da07c48680c0671c5c636e,True,
Training,Training/images/도기류/화분/14_X003_C014_1210/14_X003_C014_1210_4.jpg,Training/labels/도기류/화분/14_X003_C014_1210/14_X003_C014_1210_4.json,14_X003_C014_1210_4.jpg,도기류,화분,도기류/화분,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,f5c5e5e21b5a2e3c27d01a6ec691b06d40b94dda,True,
Training,Training/images/도기류/화분/14_X003_C190_1211/14_X003_C190_1211_4.jpg,Training/labels/도기류/화분/14_X003_C190_1211/14_X003_C190_1211_4.json,14_X003_C190_1211_4.jpg,도기류,화분,도기류/화분,1920,1440,1920,1440,True,실내,주간,2,2,2,True,0,69473254f60b5684c9ac881b03b8c81c1d16f417,True,
Training,Training/images/도기류/화분/14_X003_C312_1109/14_X003_C312_1109_2.jpg,Training/labels/도기류/화분/14_X003_C312_1109/14_X003_C312_1109_2.json,14_X003_C312_1109_2.jpg,도기류,화분,도기류/화분,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,a2db7e5ca13ecc8b3c32a1dd1d1a5e53e15069a4,True,
Training,Training/images/도기류/화분/14_X004_C312_1106/14_X004_C312_1106_0.jpg,Training/labels/도기류/화분/14_X004_C312_1106/14_X004_C312_1106_0.json,14_X004_C312_1106_0.jpg,도기류,화분,도기류/화분,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,3d9f951713edaa0d191feae7dc29f2c1bb94b34e,True,
Training,Training/images/도기류/화분/14_X024_C014_0128/14_X024_C014_0128_2.jpg,Training/labels/도기류/화분/14_X024_C014_0128/14_X024_C014_0128_2.json,14_X024_C014_0128_2.jpg,도기류,화분,도기류/화분,2221,1080,2221,1080,True,실외,주간,1,1,1,True,0,b2839799e1362b8a730e79b204e87af0a1c31e5b,True,
Training,Training/images/비닐/과자봉지/15_X001_C163_0923/15_X001_C163_0923_3.jpg,Training/labels/비닐/과자봉지/15_X001_C163_0923/15_X001_C163_0923_3.json,15_X001_C163_0923_3.jpg,비닐,과자봉지,비닐/과자봉지,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,dfb2ec3d303d9717fc07e6bb782a0714f3a14de9,True,
Training,Training/images/비닐/과자봉지/15_X003_C037_1113/15_X003_C037_1113_3.jpg,Training/labels/비닐/과자봉지/15_X003_C037_1113/15_X003_C037_1113_3.json,15_X003_C037_1113_3.jpg,비닐,과자봉지,비닐/과자봉지,1920,1440,1920,1440,True,실내,주간,1,1,1,True,0,4f9beb52ff54822d31869337d51ff0b9e7b5bc6f,True,
Training,Training/images/비닐/과자봉지/15_X013_C502_1112/15_X013_C502_1112_2.jpg,Training/labels/비닐/과자봉지/15_X013_C502_1112/15_X013_C502_1112_2.json,15_X013_C502_1112_2.jpg,비닐,과자봉지,비닐/과자봉지,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,ea18278af01b89a330517a9509134b9e6e8364df,True,
Training,Training/images/비닐/과자봉지/15_X014_C044_1103/15_X014_C044_1103_2.jpg,Training/labels/비닐/과자봉지/15_X014_C044_1103/15_X014_C044_1103_2.json,15_X014_C044_1103_2.jpg,비닐,과자봉지,비닐/과자봉지,4032,3024,4032,3024,True,실외,주간,1,1,1,True,0,253a7f7181a291d772d8a82529e191b771468421,True,
Training,Training/images/비닐/과자봉지/15_X025_C192_1112/15_X025_C192_1112_0.jpg,Training/labels/비닐/과자봉지/15_X025_C192_1112/15_X025_C192_1112_0.json,15_X025_C192_1112_0.jpg,비닐,과자봉지,비닐/과자봉지,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,343ed0bcf2b327eba6156664f3ae6a163d150965,True,
Training,Training/images/비닐/과자봉지/15_X067_C096_0321/15_X067_C096_0321_2.jpg,Training/labels/비닐/과자봉지/15_X067_C096_0321/15_X067_C096_0321_2.json,15_X067_C096_0321_2.jpg,비닐,과자봉지,비닐/과자봉지,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,3f417a5445ac1b6719f6896218f75d73489a4ccc,True,
Training,Training/images/비닐/과자봉지/15_X104_C502_1224/15_X104_C502_1224_3.jpg,Training/labels/비닐/과자봉지/15_X104_C502_1224/15_X104_C502_1224_3.json,15_X104_C502_1224_3.jpg,비닐,과자봉지,비닐/과자봉지,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,6b1dd28ca39f2aedd796325d9e5308fb7882d9cc,True,
Training,Training/images/비닐/과자봉지/15_X232_C886_0330/15_X232_C886_0330_2.jpg,Training/labels/비닐/과자봉지/15_X232_C886_0330/15_X232_C886_0330_2.json,15_X232_C886_0330_2.jpg,비닐,과자봉지,비닐/과자봉지,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,482e0f9cdf87f7bcf66778b810dd87c459575302,True,
Training,Training/images/비닐/과자봉지/15_X870_C887_0330/15_X870_C887_0330_2.jpg,Training/labels/비닐/과자봉지/15_X870_C887_0330/15_X870_C887_0330_2.json,15_X870_C887_0330_2.jpg,비닐,과자봉지,비닐/과자봉지,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,bf2ec9515677136b88deee20cb5ba7cf13da9d9d,True,
Training,Training/images/비닐/기타/15_X001_C206_1209/15_X001_C206_1209_4.jpg,Training/labels/비닐/기타/15_X001_C206_1209/15_X001_C206_1209_4.json,15_X001_C206_1209_4.jpg,비닐,기타,비닐/기타,1921,1081,1921,1081,True,실외,주간,1,1,1,True,0,33e9316cf873f5bd48c01a6e98c0638e92fce471,True,
Training,Training/images/비닐/기타/15_X003_C807_0925/15_X003_C807_0925_0.jpg,Training/labels/비닐/기타/15_X003_C807_0925/15_X003_C807_0925_0.json,15_X003_C807_0925_0.jpg,비닐,기타,비닐/기타,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,3f4304da1328762250d026fd00145e617a59fe6c,True,
Training,Training/images/비닐/기타/15_X003_C807_0925/15_X003_C807_0925_1.jpg,Training/labels/비닐/기타/15_X003_C807_0925/15_X003_C807_0925_1.json,15_X003_C807_0925_1.jpg,비닐,기타,비닐/기타,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,fd09c6d1bad2731f779bdcda6dc5bb7e58ddd86e,True,
Training,Training/images/비닐/기타/15_X003_C807_0925/15_X003_C807_0925_2.jpg,Training/labels/비닐/기타/15_X003_C807_0925/15_X003_C807_0925_2.json,15_X003_C807_0925_2.jpg,비닐,기타,비닐/기타,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,c64cd686a615c7018477261a5433fe1397a3d663,True,
Training,Training/images/비닐/기타/15_X004_C805_0924/15_X004_C805_0924_0.jpg,Training/labels/비닐/기타/15_X004_C805_0924/15_X004_C805_0924_0.json,15_X004_C805_0924_0.jpg,비닐,기타,비닐/기타,1922,1081,1922,1081,True,실외,주간,1,1,1,True,0,d9630afd2e3837a14497e3e2a6d6988b3b8357a7,True,
Training,Training/images/비닐/기타/15_X004_C805_0924/15_X004_C805_0924_2.jpg,Training/labels/비닐/기타/15_X004_C805_0924/15_X004_C805_0924_2.json,15_X004_C805_0924_2.jpg,비닐,기타,비닐/기타,1922,1081,1922,1081,True,실외,주간,1,1,1,True,0,62e7845c5119e02967c730b43900a12586431a45,True,
Training,Training/images/비닐/기타/15_X008_C805_0925/15_X008_C805_0925_2.jpg,Training/labels/비닐/기타/15_X008_C805_0925/15_X008_C805_0925_2.json,15_X008_C805_0925_2.jpg,비닐,기타,비닐/기타,2223,1081,2223,1081,True,실외,주간,1,1,1,True,0,0977103c92fe367d3a88647d5a7ab3cba433610f,True,
Training,Training/images/비닐/기타/15_X071_C205_1206/15_X071_C205_1206_1.jpg,Training/labels/비닐/기타/15_X071_C205_1206/15_X071_C205_1206_1.json,15_X071_C205_1206_1.jpg,비닐,기타,비닐/기타,1920,1080,1920,1080,True,실외,주간,1,1,1,False,0,f9d7914e4e075f2350e10dc698ee00d012959c32,False,folder_target_not_in_json
Training,Training/images/비닐/기타/15_X071_C205_1206/15_X071_C205_1206_3.jpg,Training/labels/비닐/기타/15_X071_C205_1206/15_X071_C205_1206_3.json,15_X071_C205_1206_3.jpg,비닐,기타,비닐/기타,1920,1080,1920,1080,True,실외,주간,1,1,1,False,0,6a425cc2c1214150b56676a4f76271c2445985fb,False,folder_target_not_in_json
Training,Training/images/비닐/리필용기/15_X117_C888_0330/15_X117_C888_0330_3.jpg,Training/labels/비닐/리필용기/15_X117_C888_0330/15_X117_C888_0330_3.json,15_X117_C888_0330_3.jpg,비닐,리필용기,비닐/리필용기,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,af05c1fc720d878836df778de5c62fe11f1ab318,True,
Training,Training/images/비닐/리필용기/15_X170_C886_0330/15_X170_C886_0330_2.jpg,Training/labels/비닐/리필용기/15_X170_C886_0330/15_X170_C886_0330_2.json,15_X170_C886_0330_2.jpg,비닐,리필용기,비닐/리필용기,1440,1921,1440,1921,True,실내,주간,1,1,1,True,0,b168dc0888af1e41dea2917553b5b7706ebcef59,True,
Training,Training/images/비닐/리필용기/15_X562_C887_0330/15_X562_C887_0330_3.jpg,Training/labels/비닐/리필용기/15_X562_C887_0330/15_X562_C887_0330_3.json,15_X562_C887_0330_3.jpg,비닐,리필용기,비닐/리필용기,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,77fa4fc46fe00c659a86599f25e126ec18fc70a7,True,
Training,Training/images/비닐/리필용기/15_X652_C886_0330/15_X652_C886_0330_0.jpg,Training/labels/비닐/리필용기/15_X652_C886_0330/15_X652_C886_0330_0.json,15_X652_C886_0330_0.jpg,비닐,리필용기,비닐/리필용기,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,b9b1557d62e62f4a779312d1ce91386c2649049c,True,
Training,Training/images/비닐/리필용기/15_X691_C887_0330/15_X691_C887_0330_2.jpg,Training/labels/비닐/리필용기/15_X691_C887_0330/15_X691_C887_0330_2.json,15_X691_C887_0330_2.jpg,비닐,리필용기,비닐/리필용기,1440,1921,1440,1921,True,실내,주간,1,1,1,True,0,5b1f6b8b3a1f3b4a28d9e7daa74be39dd799d196,True,
Training,Training/images/비닐/리필용기/15_X693_C886_0330/15_X693_C886_0330_0.jpg,Training/labels/비닐/리필용기/15_X693_C886_0330/15_X693_C886_0330_0.json,15_X693_C886_0330_0.jpg,비닐,리필용기,비닐/리필용기,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,8ddecc971d278ccce2ece9d0b1de5b1ecf7ff025,True,
Training,Training/images/비닐/리필용기/15_X760_C887_0330/15_X760_C887_0330_0.jpg,Training/labels/비닐/리필용기/15_X760_C887_0330/15_X760_C887_0330_0.json,15_X760_C887_0330_0.jpg,비닐,리필용기,비닐/리필용기,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,4eac152cd6a6ca8a21f81ce76cac986d0cfa65a6,True,
Training,Training/images/비닐/리필용기/15_X836_C886_0330/15_X836_C886_0330_3.jpg,Training/labels/비닐/리필용기/15_X836_C886_0330/15_X836_C886_0330_3.json,15_X836_C886_0330_3.jpg,비닐,리필용기,비닐/리필용기,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,88c2a59667297f32e235dfca485a8409a330fe93,True,
Training,Training/images/비닐/리필용기/15_X912_C888_0330/15_X912_C888_0330_0.jpg,Training/labels/비닐/리필용기/15_X912_C888_0330/15_X912_C888_0330_0.json,15_X912_C888_0330_0.jpg,비닐,리필용기,비닐/리필용기,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,b25073841c483e4ca358d716282d8c27e501261f,True,
Training,Training/images/비닐/봉투/15_X001_C011_1005/15_X001_C011_1005_3.jpg,Training/labels/비닐/봉투/15_X001_C011_1005/15_X001_C011_1005_3.json,15_X001_C011_1005_3.jpg,비닐,봉투,비닐/봉투,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,694b2adcaee10141d638824b6a79c0d825c018af,True,
Training,Training/images/비닐/봉투/15_X001_C023_0929/15_X001_C023_0929_0.jpg,Training/labels/비닐/봉투/15_X001_C023_0929/15_X001_C023_0929_0.json,15_X001_C023_0929_0.jpg,비닐,봉투,비닐/봉투,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,4c4ee81520802608e04918aac8e4412a353c583d,True,
Training,Training/images/비닐/봉투/15_X001_C162_1007/15_X001_C162_1007_2.jpg,Training/labels/비닐/봉투/15_X001_C162_1007/15_X001_C162_1007_2.json,15_X001_C162_1007_2.jpg,비닐,봉투,비닐/봉투,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,892086c9c9119bf60ad961410863cfc58d880753,True,
Training,Training/images/비닐/봉투/15_X002_C052_1022/15_X002_C052_1022_3.jpg,Training/labels/비닐/봉투/15_X002_C052_1022/15_X002_C052_1022_3.json,15_X002_C052_1022_3.jpg,비닐,봉투,비닐/봉투,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,6f877b1a26fdc2f49510bf5650b11e5e148925c6,True,
Training,Training/images/비닐/봉투/15_X002_C056_0929/15_X002_C056_0929_1.jpg,Training/labels/비닐/봉투/15_X002_C056_0929/15_X002_C056_0929_1.json,15_X002_C056_0929_1.jpg,비닐,봉투,비닐/봉투,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,296a1f2d47a0ef32369321f323e132c82245036a,True,
Training,Training/images/비닐/봉투/15_X005_C023_1012/15_X005_C023_1012_1.jpg,Training/labels/비닐/봉투/15_X005_C023_1012/15_X005_C023_1012_1.json,15_X005_C023_1012_1.jpg,비닐,봉투,비닐/봉투,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,5a01e91dcda4648a6c566d95835be999b75a2b33,True,
Training,Training/images/비닐/봉투/15_X009_C203_1109/15_X009_C203_1109_2.jpg,Training/labels/비닐/봉투/15_X009_C203_1109/15_X009_C203_1109_2.json,15_X009_C203_1109_2.jpg,비닐,봉투,비닐/봉투,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,1745ba5368325790805bb3a1996c0e47a06976e4,True,
Training,Training/images/비닐/봉투/15_X016_C023_1105/15_X016_C023_1105_2.jpg,Training/labels/비닐/봉투/15_X016_C023_1105/15_X016_C023_1105_2.json,15_X016_C023_1105_2.jpg,비닐,봉투,비닐/봉투,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,287876ba192d2411a15f05e0cd008e7155b3691d,True,
Training,Training/images/비닐/봉투/15_X081_C985_0319/15_X081_C985_0319_1.jpg,Training/labels/비닐/봉투/15_X081_C985_0319/15_X081_C985_0319_1.json,15_X081_C985_0319_1.jpg,비닐,봉투,비닐/봉투,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,3122205c742a7bd810020e41ca0d673ec76e9bf1,True,
Training,Training/images/비닐/에어캡/15_X002_C012_1020/15_X002_C012_1020_1.jpg,Training/labels/비닐/에어캡/15_X002_C012_1020/15_X002_C012_1020_1.json,15_X002_C012_1020_1.jpg,비닐,에어캡,비닐/에어캡,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,0bb5bec584fd19ab7f977b7792a8269c27507d2b,True,
Training,Training/images/비닐/에어캡/15_X004_C501_0318/15_X004_C501_0318_3.jpg,Training/labels/비닐/에어캡/15_X004_C501_0318/15_X004_C501_0318_3.json,15_X004_C501_0318_3.jpg,비닐,에어캡,비닐/에어캡,1921,1440,1921,1440,True,실내,주간,1,1,1,True,0,1d30f5303384d22b389da0c038670435013ad4b0,True,
Training,Training/images/비닐/에어캡/15_X005_C023_1013/15_X005_C023_1013_1.jpg,Training/labels/비닐/에어캡/15_X005_C023_1013/15_X005_C023_1013_1.json,15_X005_C023_1013_1.jpg,비닐,에어캡,비닐/에어캡,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,f559217c9e972e418140e57b08be155c56de5293,True,
Training,Training/images/비닐/에어캡/15_X011_C710_1215/15_X011_C710_1215_4.jpg,Training/labels/비닐/에어캡/15_X011_C710_1215/15_X011_C710_1215_4.json,15_X011_C710_1215_4.jpg,비닐,에어캡,비닐/에어캡,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,1791eb38c1025e42b03f4512b9e97cf4a581e516,True,
Training,Training/images/비닐/에어캡/15_X013_C203_1027/15_X013_C203_1027_2.jpg,Training/labels/비닐/에어캡/15_X013_C203_1027/15_X013_C203_1027_2.json,15_X013_C203_1027_2.jpg,비닐,에어캡,비닐/에어캡,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,5e5ab40ea48a86abe890114339b4b4ad5a0e894d,True,
Training,Training/images/비닐/에어캡/15_X020_C509_0319/15_X020_C509_0319_1.jpg,Training/labels/비닐/에어캡/15_X020_C509_0319/15_X020_C509_0319_1.json,15_X020_C509_0319_1.jpg,비닐,에어캡,비닐/에어캡,1921,1440,1921,1440,True,실내,주간,2,2,2,True,0,52bd831a45b85946135b3ee5bbe585f719e9a37b,True,
Training,Training/images/비닐/에어캡/15_X025_C209_1106/15_X025_C209_1106_0.jpg,Training/labels/비닐/에어캡/15_X025_C209_1106/15_X025_C209_1106_0.json,15_X025_C209_1106_0.jpg,비닐,에어캡,비닐/에어캡,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,0becbc043bf851725817fce467462857aeea345f,True,
Training,Training/images/비닐/에어캡/15_X050_C101_0321/15_X050_C101_0321_4.jpg,Training/labels/비닐/에어캡/15_X050_C101_0321/15_X050_C101_0321_4.json,15_X050_C101_0321_4.jpg,비닐,에어캡,비닐/에어캡,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,d1d0f8df2798a2781c3716d3729c5a0f170c0b6d,True,
Training,Training/images/비닐/에어캡/15_X087_C985_0319/15_X087_C985_0319_3.jpg,Training/labels/비닐/에어캡/15_X087_C985_0319/15_X087_C985_0319_3.json,15_X087_C985_0319_3.jpg,비닐,에어캡,비닐/에어캡,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,949fce8d702c8335e2c0644673323069fddaecc5,True,
Training,Training/images/비닐/일회용덮개/15_X007_C203_1008/15_X007_C203_1008_4.jpg,Training/labels/비닐/일회용덮개/15_X007_C203_1008/15_X007_C203_1008_4.json,15_X007_C203_1008_4.jpg,비닐,일회용덮개,비닐/일회용덮개,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,e432030c2bd39d342c14a73ab00f7cc4337f9dbe,True,
Training,Training/images/비닐/일회용덮개/15_X009_C502_1211/15_X009_C502_1211_0.jpg,Training/labels/비닐/일회용덮개/15_X009_C502_1211/15_X009_C502_1211_0.json,15_X009_C502_1211_0.jpg,비닐,일회용덮개,비닐/일회용덮개,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,d9402245442bffd2036b34222a775b826e1084f0,True,
Training,Training/images/비닐/일회용덮개/15_X013_C502_1024/15_X013_C502_1024_1.jpg,Training/labels/비닐/일회용덮개/15_X013_C502_1024/15_X013_C502_1024_1.json,15_X013_C502_1024_1.jpg,비닐,일회용덮개,비닐/일회용덮개,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,2b8aa7c63d7ae5e4877f4b3a86a4a0aca020fa78,True,
Training,Training/images/비닐/일회용덮개/15_X030_C501_0318/15_X030_C501_0318_0.jpg,Training/labels/비닐/일회용덮개/15_X030_C501_0318/15_X030_C501_0318_0.json,15_X030_C501_0318_0.jpg,비닐,일회용덮개,비닐/일회용덮개,1440,1921,1440,1921,True,실내,주간,1,1,1,True,0,e74acd0fe7bbdf11f01904eb519d4d57b497ddff,True,
Training,Training/images/비닐/일회용덮개/15_X036_C971_0318/15_X036_C971_0318_3.jpg,Training/labels/비닐/일회용덮개/15_X036_C971_0318/15_X036_C971_0318_3.json,15_X036_C971_0318_3.jpg,비닐,일회용덮개,비닐/일회용덮개,1440,1921,1440,1921,True,실내,주간,1,1,1,True,0,94e0c57952aec1412beb12dbdcf5064c501a4e45,True,
Training,Training/images/비닐/일회용덮개/15_X058_C972_0318/15_X058_C972_0318_1.jpg,Training/labels/비닐/일회용덮개/15_X058_C972_0318/15_X058_C972_0318_1.json,15_X058_C972_0318_1.jpg,비닐,일회용덮개,비닐/일회용덮개,1921,1081,1921,1081,True,실내,주간,1,1,1,True,0,0bce6f2084952af3a2229a9e539bd6be436a32ce,True,
Training,Training/images/비닐/일회용덮개/15_X070_C501_0318/15_X070_C501_0318_2.jpg,Training/labels/비닐/일회용덮개/15_X070_C501_0318/15_X070_C501_0318_2.json,15_X070_C501_0318_2.jpg,비닐,일회용덮개,비닐/일회용덮개,1921,1440,1921,1440,True,실내,주간,1,1,1,True,0,31c39020cb58e00eaae369a0e42e4b9f0a4c0d57,True,
Training,Training/images/비닐/일회용덮개/15_X099_C502_1216/15_X099_C502_1216_0.jpg,Training/labels/비닐/일회용덮개/15_X099_C502_1216/15_X099_C502_1216_0.json,15_X099_C502_1216_0.jpg,비닐,일회용덮개,비닐/일회용덮개,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,116b5052441c53bd75b9905c55926f042311d3dc,True,
